Time,Event,IMSI,CellId,RNTI,TargetCellId
0.033,ConnectionEstablishedUe,9,1,10,NA
0.0449286,ConnectionEstablishedEnb,9,1,10,NA
0.0657357,ConnectionEstablishedEnb,9,7,1,NA
6.5636,HandoverStartEnb,9,7,1,2
6.56593,HandoverEndOkEnb,9,2,2,NA
6.8832,HandoverStartEnb,9,2,2,6
6.88599,HandoverEndOkEnb,9,6,1,NA
7.1504,HandoverStartEnb,9,6,1,7
7.15324,HandoverEndOkEnb,9,7,2,NA
24.5648,HandoverStartEnb,9,7,2,2
24.5677,HandoverEndOkEnb,9,2,3,NA
27.7344,HandoverStartEnb,9,2,3,7
27.7372,HandoverEndOkEnb,9,7,3,NA
54.6196,HandoverStartEnb,9,7,3,2
54.6225,HandoverEndOkEnb,9,2,10,NA
55.2068,HandoverStartEnb,9,2,10,7
55.2097,HandoverEndOkEnb,9,7,5,NA
55.2148,HandoverStartEnb,9,7,5,2
55.2177,HandoverEndOkEnb,9,2,11,NA
55.778,HandoverStartEnb,9,2,11,7
55.781,HandoverEndOkEnb,9,7,6,NA
