Time,Event,IMSI,CellId,RNTI,TargetCellId
0.028,ConnectionEstablishedUe,9,1,5,NA
0.0399286,ConnectionEstablishedEnb,9,1,5,NA
0.0657357,ConnectionEstablishedEnb,9,6,1,NA
14.1522,HandoverStartEnb,9,6,1,5
14.155,HandoverEndOkEnb,9,5,2,NA
14.3396,HandoverStartEnb,9,5,2,6
14.4862,HandoverEndOkEnb,9,6,4,NA
23.0268,HandoverStartEnb,9,6,4,9
23.0297,HandoverEndOkEnb,9,9,7,NA
36.3092,HandoverStartEnb,9,9,7,6
36.887,HandoverEndOkEnb,9,6,12,NA
37.0172,HandoverStartEnb,9,6,12,9
37.02,HandoverEndOkEnb,9,9,10,NA
45.9744,HandoverStartEnb,9,9,10,6
45.9772,HandoverEndOkEnb,9,6,13,NA
46.952,HandoverStartEnb,9,6,13,9
46.955,HandoverEndOkEnb,9,9,12,NA
57.1492,HandoverStartEnb,9,9,12,6
