Time,Event,IMSI,CellId,RNTI,TargetCellId
0.028,ConnectionEstablishedUe,9,1,5,NA
0.0399286,ConnectionEstablishedEnb,9,1,5,NA
0.0660214,ConnectionEstablishedEnb,9,4,3,NA
1.3024,HandoverStartEnb,9,4,3,6
1.30524,HandoverEndOkEnb,9,6,3,NA
2.7024,HandoverStartEnb,9,6,3,4
2.70524,HandoverEndOkEnb,9,4,4,NA
3.4256,HandoverStartEnb,9,4,4,7
3.42793,HandoverEndOkEnb,9,7,2,NA
3.8224,HandoverStartEnb,9,7,2,6
3.82461,HandoverEndOkEnb,9,6,6,NA
3.9776,HandoverStartEnb,9,6,6,4
3.97993,HandoverEndOkEnb,9,4,5,NA
5.0032,HandoverStartEnb,9,4,5,7
5.00599,HandoverEndOkEnb,9,7,4,NA
8.168,HandoverStartEnb,9,7,4,4
8.17099,HandoverEndOkEnb,9,4,6,NA
8.6768,HandoverStartEnb,9,4,6,7
8.67974,HandoverEndOkEnb,9,7,6,NA
11.4384,HandoverStartEnb,9,7,6,4
11.4412,HandoverEndOkEnb,9,4,7,NA
11.7008,HandoverStartEnb,9,4,7,7
11.7037,HandoverEndOkEnb,9,7,8,NA
12.4256,HandoverStartEnb,9,7,8,4
12.4285,HandoverEndOkEnb,9,4,8,NA
14.0048,HandoverStartEnb,9,4,8,7
14.0077,HandoverEndOkEnb,9,7,10,NA
18.5616,HandoverStartEnb,9,7,10,6
18.5645,HandoverEndOkEnb,9,6,9,NA
20.8864,HandoverStartEnb,9,6,9,4
20.8887,HandoverEndOkEnb,9,4,10,NA
23.0432,HandoverStartEnb,9,4,10,6
23.046,HandoverEndOkEnb,9,6,12,NA
23.2896,HandoverStartEnb,9,6,12,4
23.2925,HandoverEndOkEnb,9,4,11,NA
36.9072,HandoverStartEnb,9,4,11,7
36.91,HandoverEndOkEnb,9,7,22,NA
38.864,HandoverStartEnb,9,7,22,6
38.867,HandoverEndOkEnb,9,6,17,NA
45.1104,HandoverStartEnb,9,6,17,4
45.1132,HandoverEndOkEnb,9,4,25,NA
45.5136,HandoverStartEnb,9,4,25,6
45.5165,HandoverEndOkEnb,9,6,21,NA
46.1696,HandoverStartEnb,9,6,21,4
46.1725,HandoverEndOkEnb,9,4,26,NA
46.536,HandoverStartEnb,9,4,26,7
46.539,HandoverEndOkEnb,9,7,27,NA
53.5184,HandoverStartEnb,9,7,27,4
53.5212,HandoverEndOkEnb,9,4,32,NA
54.0272,HandoverStartEnb,9,4,32,7
54.03,HandoverEndOkEnb,9,7,34,NA
54.9872,HandoverStartEnb,9,7,34,4
54.99,HandoverEndOkEnb,9,4,35,NA
55.216,HandoverStartEnb,9,4,35,7
55.219,HandoverEndOkEnb,9,7,36,NA
62.5392,HandoverStartEnb,9,7,36,4
62.542,HandoverEndOkEnb,9,4,36,NA
62.5556,HandoverStartEnb,9,4,36,7
62.5872,HandoverEndOkEnb,9,7,40,NA
63.8544,HandoverStartEnb,9,7,40,6
63.8572,HandoverEndOkEnb,9,6,24,NA
64.0796,HandoverStartEnb,9,6,24,4
64.0825,HandoverEndOkEnb,9,4,37,NA
65.352,HandoverStartEnb,9,4,37,6
65.355,HandoverEndOkEnb,9,6,26,NA
66.32,HandoverStartEnb,9,6,26,4
66.323,HandoverEndOkEnb,9,4,39,NA
66.442,HandoverStartEnb,9,4,39,7
67.5672,HandoverEndOkEnb,9,7,43,NA
69.8208,HandoverStartEnb,9,7,43,6
69.8237,HandoverEndOkEnb,9,6,28,NA
70.8048,HandoverStartEnb,9,6,28,7
70.8077,HandoverEndOkEnb,9,7,44,NA
74.0272,HandoverStartEnb,9,7,44,6
74.03,HandoverEndOkEnb,9,6,32,NA
76.5792,HandoverStartEnb,9,6,32,7
76.582,HandoverEndOkEnb,9,7,47,NA
77.88,HandoverStartEnb,9,7,47,6
77.883,HandoverEndOkEnb,9,6,35,NA
79.0346,HandoverStartEnb,9,6,35,4
79.0375,HandoverEndOkEnb,9,4,44,NA
80.6772,HandoverStartEnb,9,4,44,6
80.683,HandoverEndOkEnb,9,6,36,NA
83.912,HandoverStartEnb,9,6,36,7
83.915,HandoverEndOkEnb,9,7,51,NA
84.9344,HandoverStartEnb,9,7,51,4
84.9372,HandoverEndOkEnb,9,4,47,NA
87.7492,HandoverStartEnb,9,4,47,6
93.9395,HandoverEndOkEnb,9,6,38,NA
94.0194,HandoverStartEnb,9,6,38,7
94.0222,HandoverEndOkEnb,9,7,56,NA
94.2296,HandoverStartEnb,9,7,56,4
94.2325,HandoverEndOkEnb,9,4,51,NA
94.3108,HandoverStartEnb,9,4,51,7
94.6587,HandoverEndOkEnb,9,7,57,NA
94.8112,HandoverStartEnb,9,7,57,4
94.814,HandoverEndOkEnb,9,4,52,NA
99.1444,HandoverStartEnb,9,4,52,7
