Time,Event,IMSI,CellId,RNTI,TargetCellId
0.028,ConnectionEstablishedUe,9,1,5,NA
0.0399286,ConnectionEstablishedEnb,9,1,5,NA
0.0657357,ConnectionEstablishedEnb,9,11,1,NA
5.5504,HandoverStartEnb,9,11,1,6
5.55324,HandoverEndOkEnb,9,6,3,NA
5.9184,HandoverStartEnb,9,6,3,3
5.92124,HandoverEndOkEnb,9,3,5,NA
6.9376,HandoverStartEnb,9,3,5,11
6.94049,HandoverEndOkEnb,9,11,8,NA
8.1712,HandoverStartEnb,9,11,8,3
8.17399,HandoverEndOkEnb,9,3,7,NA
9.2944,HandoverStartEnb,9,3,7,11
9.29724,HandoverEndOkEnb,9,11,10,NA
10.735,HandoverStartEnb,9,11,10,6
10.738,HandoverEndOkEnb,9,6,7,NA
18.5328,HandoverStartEnb,9,6,7,11
18.5357,HandoverEndOkEnb,9,11,15,NA
20.1424,HandoverStartEnb,9,11,15,6
20.1452,HandoverEndOkEnb,9,6,13,NA
21.6896,HandoverStartEnb,9,6,13,11
21.6924,HandoverEndOkEnb,9,11,18,NA
23.9856,HandoverStartEnb,9,11,18,10
23.9885,HandoverEndOkEnb,9,10,16,NA
26.0208,HandoverStartEnb,9,10,16,6
26.0237,HandoverEndOkEnb,9,6,15,NA
28.9034,HandoverStartEnb,9,6,15,11
28.9062,HandoverEndOkEnb,9,11,20,NA
29.2004,HandoverStartEnb,9,11,20,6
29.4332,HandoverEndOkEnb,9,6,17,NA
31.7088,HandoverStartEnb,9,6,17,3
31.7117,HandoverEndOkEnb,9,3,18,NA
32.0352,HandoverStartEnb,9,3,18,6
32.038,HandoverEndOkEnb,9,6,18,NA
32.3792,HandoverStartEnb,9,6,18,3
32.382,HandoverEndOkEnb,9,3,19,NA
33.1408,HandoverStartEnb,9,3,19,6
33.1437,HandoverEndOkEnb,9,6,19,NA
34.9072,HandoverStartEnb,9,6,19,11
34.91,HandoverEndOkEnb,9,11,24,NA
35.632,HandoverStartEnb,9,11,24,6
35.635,HandoverEndOkEnb,9,6,20,NA
36.474,HandoverStartEnb,9,6,20,7
36.479,HandoverEndOkEnb,9,7,3,NA
36.8996,HandoverStartEnb,9,7,3,6
37.1893,HandoverEndOkEnb,9,6,21,NA
37.6176,HandoverStartEnb,9,6,21,3
37.6199,HandoverEndOkEnb,9,3,22,NA
38.8016,HandoverStartEnb,9,3,22,6
38.8045,HandoverEndOkEnb,9,6,22,NA
39.8432,HandoverStartEnb,9,6,22,3
39.846,HandoverEndOkEnb,9,3,24,NA
40.0448,HandoverStartEnb,9,3,24,6
40.0477,HandoverEndOkEnb,9,6,24,NA
40.939,HandoverStartEnb,9,6,24,5
40.942,HandoverEndOkEnb,9,5,8,NA
42.3414,HandoverStartEnb,9,5,8,4
42.3442,HandoverEndOkEnb,9,4,27,NA
42.3732,HandoverStartEnb,9,4,27,6
