Time,Event,IMSI,CellId,RNTI,TargetCellId
0.033,ConnectionEstablishedUe,9,1,10,NA
0.0449286,ConnectionEstablishedEnb,9,1,10,NA
0.0660036,ConnectionEstablishedEnb,9,4,2,NA
1.4036,HandoverStartEnb,9,4,2,9
1.43074,HandoverEndOkEnb,9,9,3,NA
3.7172,HandoverStartEnb,9,9,3,4
3.72199,HandoverEndOkEnb,9,4,3,NA
10.5696,HandoverStartEnb,9,4,3,9
10.5725,HandoverEndOkEnb,9,9,5,NA
12.1172,HandoverStartEnb,9,9,5,4
12.12,HandoverEndOkEnb,9,4,5,NA
12.81,HandoverStartEnb,9,4,5,9
12.814,HandoverEndOkEnb,9,9,6,NA
14.3988,HandoverStartEnb,9,9,6,4
14.4027,HandoverEndOkEnb,9,4,6,NA
32.8692,HandoverStartEnb,9,4,6,8
32.873,HandoverEndOkEnb,9,8,7,NA
35.0804,HandoverStartEnb,9,8,7,4
35.0842,HandoverEndOkEnb,9,4,7,NA
37.9604,HandoverStartEnb,9,4,7,8
37.9632,HandoverEndOkEnb,9,8,8,NA
38.362,HandoverStartEnb,9,8,8,4
38.365,HandoverEndOkEnb,9,4,8,NA
45.3984,HandoverStartEnb,9,4,8,6
45.4012,HandoverEndOkEnb,9,6,5,NA
46.962,HandoverStartEnb,9,6,5,4
46.967,HandoverEndOkEnb,9,4,9,NA
81.7972,HandoverStartEnb,9,4,9,9
81.8,HandoverEndOkEnb,9,9,9,NA
84.5364,HandoverStartEnb,9,9,9,4
84.5392,HandoverEndOkEnb,9,4,12,NA
