#time,nodeid,segNum,lastChunkSize,lastChunkStartTime,lastChunkFinishTime,bufferUpto,totalRebuffer,lastQuality,currentRebuffer
+2368999999.0ns,22,0,130550,1.448,2.369,4,0,0,0
+5177999999.0ns,22,1,6667126,2.369,5.178,5.191,0,5,0
+7013999999.0ns,22,2,3211901,5.178,7.014,7.355,0,5,0
+8389999999.0ns,22,3,1639262,7.014,8.39,9.979,0,5,0
+9749999999.0ns,22,4,1551364,8.39,9.75,12.619,0,5,0
+10824999999.0ns,22,5,581276,9.75,10.825,15.544,0,5,0
+12041999999.0ns,22,6,1077210,10.825,12.042,18.327,0,5,0
+13783999999.0ns,22,7,2947651,12.042,13.784,20.585,0,5,0
+15330999999.0ns,22,8,2231954,13.784,15.331,23.038,0,5,0
+16804999999.0ns,22,9,1973821,15.331,16.805,25.564,0,5,0
+18025999999.0ns,22,10,1110053,16.805,18.026,28.343,0,5,0
+19270999999.0ns,22,11,1131566,18.026,19.271,31.098,0,5,0
+21696999999.0ns,22,12,1411867,20.369,21.697,32.672,0,5,0
+25957999999.0ns,22,13,2342758,24.369,25.958,32.411,0,5,0
+29812999999.0ns,22,14,1849212,28.369,29.813,32.556,0,5,0
+33474999999.0ns,22,15,624663,32.369,33.475,32.894,0,5,0
+37546999999.0ns,22,16,869686,36.369,37.547,32.822,0,5,0
+41844999999.0ns,22,17,1991788,40.369,41.845,32.524,0,5,0
+45732999999.0ns,22,18,1529997,44.369,45.733,32.636,0,5,0
+49887999999.0ns,22,19,2096269,48.369,49.888,32.481,0,5,0
+54513999999.0ns,22,20,4306089,52.369,54.514,31.855,0,5,0
+57846999999.0ns,22,21,1944846,56.369,57.847,32.522,0,5,0
+61446999999.0ns,22,22,572542,60.369,61.447,32.922,0,5,0
+65704999999.0ns,22,23,1479681,64.369,65.705,32.664,0,5,0
+69471999999.0ns,22,24,606006,68.369,69.472,32.897,0,5,0
