Time,Event,IMSI,CellId,RNTI,TargetCellId
0.033,ConnectionEstablishedUe,9,1,10,NA
0.0449286,ConnectionEstablishedEnb,9,1,10,NA
0.205736,ConnectionEstablishedEnb,9,4,2,NA
0.906,HandoverStartEnb,9,4,2,10
0.908986,HandoverEndOkEnb,9,10,1,NA
1.0996,HandoverStartEnb,9,10,1,4
1.10249,HandoverEndOkEnb,9,4,3,NA
1.5012,HandoverStartEnb,9,4,3,10
1.50399,HandoverEndOkEnb,9,10,2,NA
1.506,HandoverStartEnb,9,10,2,4
1.50899,HandoverEndOkEnb,9,4,4,NA
1.7396,HandoverStartEnb,9,4,4,10
1.74249,HandoverEndOkEnb,9,10,3,NA
14.1604,HandoverStartEnb,9,10,3,5
14.1652,HandoverEndOkEnb,9,5,4,NA
17.3732,HandoverStartEnb,9,5,4,4
17.378,HandoverEndOkEnb,9,4,8,NA
31.9588,HandoverStartEnb,9,4,8,10
38.6927,HandoverEndOkEnb,9,10,4,NA
49.5764,HandoverStartEnb,9,10,4,5
49.5822,HandoverEndOkEnb,9,5,10,NA
51.1332,HandoverStartEnb,9,5,10,4
51.136,HandoverEndOkEnb,9,4,19,NA
51.618,HandoverStartEnb,9,4,19,5
51.622,HandoverEndOkEnb,9,5,11,NA
53.0548,HandoverStartEnb,9,5,11,10
53.0587,HandoverEndOkEnb,9,10,5,NA
54.0656,HandoverStartEnb,9,10,5,5
54.0685,HandoverEndOkEnb,9,5,12,NA
54.17,HandoverStartEnb,9,5,12,10
54.173,HandoverEndOkEnb,9,10,6,NA
59.2628,HandoverStartEnb,9,10,6,4
59.2657,HandoverEndOkEnb,9,4,21,NA
59.5876,HandoverStartEnb,9,4,21,10
59.5905,HandoverEndOkEnb,9,10,7,NA
60.49,HandoverStartEnb,9,10,7,4
60.493,HandoverEndOkEnb,9,4,22,NA
61.5812,HandoverStartEnb,9,4,22,10
61.584,HandoverEndOkEnb,9,10,8,NA
61.7748,HandoverStartEnb,9,10,8,4
61.7777,HandoverEndOkEnb,9,4,23,NA
68.1956,HandoverStartEnb,9,4,23,10
68.1985,HandoverEndOkEnb,9,10,9,NA
78.514,HandoverStartEnb,9,10,9,5
78.517,HandoverEndOkEnb,9,5,16,NA
78.6772,HandoverStartEnb,9,5,16,10
78.68,HandoverEndOkEnb,9,10,10,NA
79.1188,HandoverStartEnb,9,10,10,5
79.1217,HandoverEndOkEnb,9,5,17,NA
79.866,HandoverStartEnb,9,5,17,10
79.869,HandoverEndOkEnb,9,10,11,NA
100.639,HandoverStartEnb,9,10,11,4
100.642,HandoverEndOkEnb,9,4,28,NA
