Time,Event,IMSI,CellId,RNTI,TargetCellId
0.028,ConnectionEstablishedUe,9,1,5,NA
0.0399286,ConnectionEstablishedEnb,9,1,5,NA
0.0657357,ConnectionEstablishedEnb,9,5,1,NA
0.7652,HandoverStartEnb,9,5,1,4
1.08352,HandoverEndOkEnb,9,4,2,NA
3.872,HandoverStartEnb,9,4,2,6
3.87493,HandoverEndOkEnb,9,6,2,NA
4.0914,HandoverStartEnb,9,6,2,5
4.09368,HandoverEndOkEnb,9,5,2,NA
4.1124,HandoverStartEnb,9,5,2,6
4.13968,HandoverEndOkEnb,9,6,3,NA
4.3424,HandoverStartEnb,9,6,3,4
4.34468,HandoverEndOkEnb,9,4,4,NA
6.0814,HandoverStartEnb,9,4,4,5
6.08424,HandoverEndOkEnb,9,5,3,NA
10.4048,HandoverStartEnb,9,5,3,4
10.4077,HandoverEndOkEnb,9,4,8,NA
11.1872,HandoverStartEnb,9,4,8,5
11.1894,HandoverEndOkEnb,9,5,4,NA
11.938,HandoverStartEnb,9,5,4,4
11.9697,HandoverEndOkEnb,9,4,9,NA
18.6196,HandoverStartEnb,9,4,9,3
18.6225,HandoverEndOkEnb,9,3,13,NA
19.2388,HandoverStartEnb,9,3,13,6
19.8789,HandoverEndOkEnb,9,6,8,NA
19.9596,HandoverStartEnb,9,6,8,3
19.9619,HandoverEndOkEnb,9,3,14,NA
19.9908,HandoverStartEnb,9,3,14,4
20.1074,HandoverEndOkEnb,9,4,12,NA
20.2608,HandoverStartEnb,9,4,12,3
20.2635,HandoverEndOkEnb,9,3,15,NA
20.658,HandoverStartEnb,9,3,15,4
