Time,Event,IMSI,CellId,RNTI,TargetCellId
0.028,ConnectionEstablishedUe,9,1,5,NA
0.0399286,ConnectionEstablishedEnb,9,1,5,NA
0.0657357,ConnectionEstablishedEnb,9,8,2,NA
2.512,HandoverStartEnb,9,8,2,4
2.51499,HandoverEndOkEnb,9,4,3,NA
3.1104,HandoverStartEnb,9,4,3,8
3.11268,HandoverEndOkEnb,9,8,3,NA
11.9472,HandoverStartEnb,9,8,3,5
11.95,HandoverEndOkEnb,9,5,6,NA
11.9604,HandoverStartEnb,9,5,6,8
12.1645,HandoverEndOkEnb,9,8,6,NA
12.509,HandoverStartEnb,9,8,6,5
12.512,HandoverEndOkEnb,9,5,7,NA
13.0692,HandoverStartEnb,9,5,7,4
13.1017,HandoverEndOkEnb,9,4,6,NA
14.4672,HandoverStartEnb,9,4,6,8
14.47,HandoverEndOkEnb,9,8,8,NA
24.1904,HandoverStartEnb,9,8,8,4
24.1932,HandoverEndOkEnb,9,4,11,NA
24.728,HandoverStartEnb,9,4,11,8
24.731,HandoverEndOkEnb,9,8,12,NA
26.0096,HandoverStartEnb,9,8,12,4
26.0125,HandoverEndOkEnb,9,4,12,NA
28.6176,HandoverStartEnb,9,4,12,8
28.6205,HandoverEndOkEnb,9,8,14,NA
34.8048,HandoverStartEnb,9,8,14,4
34.8077,HandoverEndOkEnb,9,4,17,NA
44.5152,HandoverStartEnb,9,4,17,8
44.518,HandoverEndOkEnb,9,8,19,NA
59.9456,HandoverStartEnb,9,8,19,4
59.9485,HandoverEndOkEnb,9,4,21,NA
60.5296,HandoverStartEnb,9,4,21,8
60.5325,HandoverEndOkEnb,9,8,26,NA
60.9472,HandoverStartEnb,9,8,26,4
60.95,HandoverEndOkEnb,9,4,23,NA
62.4176,HandoverStartEnb,9,4,23,8
62.4205,HandoverEndOkEnb,9,8,27,NA
64.024,HandoverStartEnb,9,8,27,4
64.027,HandoverEndOkEnb,9,4,24,NA
64.184,HandoverStartEnb,9,4,24,8
64.187,HandoverEndOkEnb,9,8,28,NA
72.4968,HandoverStartEnb,9,8,28,6
72.4997,HandoverEndOkEnb,9,6,9,NA
72.546,HandoverStartEnb,9,6,9,4
72.5797,HandoverEndOkEnb,9,4,27,NA
72.8148,HandoverStartEnb,9,4,27,6
72.8177,HandoverEndOkEnb,9,6,10,NA
72.9716,HandoverStartEnb,9,6,10,4
73.2045,HandoverEndOkEnb,9,4,28,NA
74.4046,HandoverStartEnb,9,4,28,6
74.4075,HandoverEndOkEnb,9,6,11,NA
74.5476,HandoverStartEnb,9,6,11,4
74.7537,HandoverEndOkEnb,9,4,30,NA
75.2336,HandoverStartEnb,9,4,30,9
75.2365,HandoverEndOkEnb,9,9,13,NA
75.544,HandoverStartEnb,9,9,13,4
75.547,HandoverEndOkEnb,9,4,31,NA
76.0256,HandoverStartEnb,9,4,31,9
76.0285,HandoverEndOkEnb,9,9,16,NA
77.4764,HandoverStartEnb,9,9,16,6
77.4792,HandoverEndOkEnb,9,6,12,NA
77.5716,HandoverStartEnb,9,6,12,9
77.5775,HandoverEndOkEnb,9,9,17,NA
78.4094,HandoverStartEnb,9,9,17,11
78.4122,HandoverEndOkEnb,9,11,24,NA
78.8404,HandoverStartEnb,9,11,24,8
