Time,Event,IMSI,CellId,RNTI,TargetCellId
0.028,ConnectionEstablishedUe,9,1,5,NA
0.0399286,ConnectionEstablishedEnb,9,1,5,NA
0.0660214,ConnectionEstablishedEnb,9,5,3,NA
0.3248,HandoverStartEnb,9,5,3,6
0.327736,HandoverEndOkEnb,9,6,2,NA
3.9648,HandoverStartEnb,9,6,2,7
3.96768,HandoverEndOkEnb,9,7,4,NA
4.1216,HandoverStartEnb,9,7,4,3
4.12393,HandoverEndOkEnb,9,3,3,NA
4.4784,HandoverStartEnb,9,3,3,7
4.48124,HandoverEndOkEnb,9,7,5,NA
10.4144,HandoverStartEnb,9,7,5,6
10.417,HandoverEndOkEnb,9,6,7,NA
12.0432,HandoverStartEnb,9,6,7,3
12.046,HandoverEndOkEnb,9,3,6,NA
14.3328,HandoverStartEnb,9,3,6,5
14.3357,HandoverEndOkEnb,9,5,5,NA
15.5624,HandoverStartEnb,9,5,5,4
15.5647,HandoverEndOkEnb,9,4,4,NA
15.578,HandoverStartEnb,9,4,4,5
15.6062,HandoverEndOkEnb,9,5,6,NA
16.3232,HandoverStartEnb,9,5,6,6
16.3254,HandoverEndOkEnb,9,6,11,NA
17.832,HandoverStartEnb,9,6,11,7
17.835,HandoverEndOkEnb,9,7,9,NA
19.4054,HandoverStartEnb,9,7,9,4
19.4082,HandoverEndOkEnb,9,4,5,NA
19.896,HandoverStartEnb,9,4,5,7
19.899,HandoverEndOkEnb,9,7,10,NA
21.6096,HandoverStartEnb,9,7,10,3
21.6125,HandoverEndOkEnb,9,3,9,NA
24.1232,HandoverStartEnb,9,3,9,7
24.126,HandoverEndOkEnb,9,7,13,NA
24.3312,HandoverStartEnb,9,7,13,6
24.334,HandoverEndOkEnb,9,6,16,NA
24.4854,HandoverStartEnb,9,6,16,3
24.4882,HandoverEndOkEnb,9,3,10,NA
25.4304,HandoverStartEnb,9,3,10,7
25.4327,HandoverEndOkEnb,9,7,14,NA
28.4736,HandoverStartEnb,9,7,14,3
28.4765,HandoverEndOkEnb,9,3,13,NA
28.9488,HandoverStartEnb,9,3,13,6
28.9511,HandoverEndOkEnb,9,6,18,NA
29.256,HandoverStartEnb,9,6,18,7
29.2584,HandoverEndOkEnb,9,7,15,NA
