Time,Event,IMSI,CellId,RNTI,TargetCellId
0.028,ConnectionEstablishedUe,9,1,5,NA
0.0399286,ConnectionEstablishedEnb,9,1,5,NA
0.0657357,ConnectionEstablishedEnb,9,5,1,NA
0.544,HandoverStartEnb,9,5,1,9
0.546986,HandoverEndOkEnb,9,9,2,NA
0.9872,HandoverStartEnb,9,9,2,5
0.989986,HandoverEndOkEnb,9,5,2,NA
1.336,HandoverStartEnb,9,5,2,3
1.33899,HandoverEndOkEnb,9,3,2,NA
1.728,HandoverStartEnb,9,3,2,5
1.73099,HandoverEndOkEnb,9,5,3,NA
4.256,HandoverStartEnb,9,5,3,3
4.25843,HandoverEndOkEnb,9,3,4,NA
4.824,HandoverStartEnb,9,3,4,9
4.82699,HandoverEndOkEnb,9,9,3,NA
5.1136,HandoverStartEnb,9,9,3,5
5.11593,HandoverEndOkEnb,9,5,4,NA
6.952,HandoverStartEnb,9,5,4,9
6.95493,HandoverEndOkEnb,9,9,5,NA
13.944,HandoverStartEnb,9,9,5,5
13.947,HandoverEndOkEnb,9,5,5,NA
14.1168,HandoverStartEnb,9,5,5,9
14.1197,HandoverEndOkEnb,9,9,8,NA
14.272,HandoverStartEnb,9,9,8,3
14.275,HandoverEndOkEnb,9,3,9,NA
15.1088,HandoverStartEnb,9,3,9,5
15.1112,HandoverEndOkEnb,9,5,6,NA
15.832,HandoverStartEnb,9,5,6,9
15.8352,HandoverEndOkEnb,9,9,9,NA
16.1008,HandoverStartEnb,9,9,9,5
16.1037,HandoverEndOkEnb,9,5,7,NA
16.81,HandoverStartEnb,9,5,7,3
17.1299,HandoverEndOkEnb,9,3,12,NA
17.1582,HandoverStartEnb,9,3,12,5
17.1609,HandoverEndOkEnb,9,5,8,NA
17.2388,HandoverStartEnb,9,5,8,8
17.3457,HandoverEndOkEnb,9,8,9,NA
17.4982,HandoverStartEnb,9,8,9,5
17.5004,HandoverEndOkEnb,9,5,9,NA
17.5972,HandoverStartEnb,9,5,9,8
17.7456,HandoverEndOkEnb,9,8,10,NA
17.8682,HandoverStartEnb,9,8,10,5
17.8704,HandoverEndOkEnb,9,5,10,NA
17.9204,HandoverStartEnb,9,5,10,8
18.0064,HandoverEndOkEnb,9,8,12,NA
18.0666,HandoverStartEnb,9,8,12,5
18.0694,HandoverEndOkEnb,9,5,11,NA
18.0836,HandoverStartEnb,9,5,11,8
18.2282,HandoverEndOkEnb,9,8,13,NA
18.234,HandoverStartEnb,9,8,13,5
18.2369,HandoverEndOkEnb,9,5,12,NA
18.274,HandoverStartEnb,9,5,12,9
